timestamp,load,hour_of_day,day_of_week,holiday
2020-02-22 00:00:00,54.395023,0,3,0
2020-02-22 01:00:00,54.665222,1,3,0
2020-02-22 02:00:00,55.717976,2,3,0
2020-02-22 03:00:00,57.9824,3,3,0
2020-02-22 04:00:00,56.711735,4,3,0
2020-02-22 05:00:00,58.32011,5,3,0
2020-02-22 06:00:00,59.408524,6,3,0
2020-02-22 07:00:00,58.434376,7,3,0
2020-02-22 08:00:00,57.701385,8,3,0
2020-02-22 09:00:00,56.90324,9,3,0
2020-02-22 10:00:00,55.71943,10,3,0
2020-02-22 11:00:00,53.794125,11,3,0
2020-02-22 12:00:00,50.845333,12,3,0
2020-02-22 13:00:00,49.252758,13,3,0
2020-02-22 14:00:00,50.07468,14,3,0
2020-02-22 15:00:00,48.42279,15,3,0
2020-02-22 16:00:00,49.570614,16,3,0
2020-02-22 17:00:00,47.290928,17,3,0
2020-02-22 18:00:00,49.031086,18,3,0
2020-02-22 19:00:00,46.10211,19,3,0
2020-02-22 20:00:00,48.77593,20,3,0
2020-02-22 21:00:00,48.527622,21,3,0
2020-02-22 22:00:00,50.319664,22,3,0
2020-02-22 23:00:00,49.22289,23,3,0
2020-02-23 00:00:00,50.481167,0,4,0
2020-02-23 01:00:00,51.927235,1,4,0
2020-02-23 02:00:00,55.082405,2,4,0
2020-02-23 03:00:00,55.02147,3,4,0
2020-02-23 04:00:00,56.47995,4,4,0
2020-02-23 05:00:00,54.541405,5,4,0
2020-02-23 06:00:00,57.376858,6,4,0
2020-02-23 07:00:00,56.71536,7,4,0
2020-02-23 08:00:00,54.25827,8,4,0
2020-02-23 09:00:00,53.26225,9,4,0
2020-02-23 10:00:00,52.82904,10,4,0
2020-02-23 11:00:00,52.162292,11,4,0
2020-02-23 12:00:00,50.059296,12,4,0
2020-02-23 13:00:00,49.509842,13,4,0
2020-02-23 14:00:00,46.43547,14,4,0
2020-02-23 15:00:00,47.842148,15,4,0
2020-02-23 16:00:00,46.850513,16,4,0
2020-02-23 17:00:00,45.99855,17,4,0
2020-02-23 18:00:00,43.855446,18,4,0
2020-02-23 19:00:00,45.985313,19,4,0
2020-02-23 20:00:00,44.361416,20,4,0
2020-02-23 21:00:00,47.61774,21,4,0
2020-02-23 22:00:00,45.972763,22,4,0
2020-02-23 23:00:00,48.203056,23,4,0
2020-02-24 00:00:00,50.51291,0,5,0
2020-02-24 01:00:00,49.902035,1,5,0
2020-02-24 02:00:00,50.22345,2,5,0
2020-02-24 03:00:00,52.632763,3,5,0
2020-02-24 04:00:00,53.46091,4,5,0
2020-02-24 05:00:00,53.972775,5,5,0
2020-02-24 06:00:00,54.72699,6,5,0
2020-02-24 07:00:00,54.35883,7,5,0
2020-02-24 08:00:00,53.995934,8,5,0
2020-02-24 09:00:00,52.282383,9,5,0
2020-02-24 10:00:00,66.67252,10,5,0
2020-02-24 11:00:00,51.370224,11,5,0
2020-02-24 12:00:00,48.73153,12,5,0
2020-02-24 13:00:00,47.258453,13,5,0
2020-02-24 14:00:00,47.182217,14,5,0
2020-02-24 15:00:00,48.476017,15,5,0
2020-02-24 16:00:00,47.660053,16,5,0
2020-02-24 17:00:00,42.658154,17,5,0
2020-02-24 18:00:00,44.447433,18,5,0
2020-02-24 19:00:00,44.971485,19,5,0
2020-02-24 20:00:00,45.543304,20,5,0
2020-02-24 21:00:00,46.472733,21,5,0
2020-02-24 22:00:00,47.015717,22,5,0
2020-02-24 23:00:00,48.69434,23,5,0
2020-02-25 00:00:00,49.096222,0,6,0
2020-02-25 01:00:00,50.01158,1,6,0
2020-02-25 02:00:00,51.795364,2,6,0
2020-02-25 03:00:00,54.01961,3,6,0
2020-02-25 04:00:00,55.54747,4,6,0
2020-02-25 05:00:00,57.849094,5,6,0
2020-02-25 06:00:00,55.078358,6,6,0
2020-02-25 07:00:00,56.65555,7,6,0
2020-02-25 08:00:00,55.211823,8,6,0
2020-02-25 09:00:00,54.20055,9,6,0
2020-02-25 10:00:00,54.319157,10,6,0
2020-02-25 11:00:00,52.390102,11,6,0
2020-02-25 12:00:00,50.57336,12,6,0
2020-02-25 13:00:00,49.424053,13,6,0
2020-02-25 14:00:00,48.075817,14,6,0
2020-02-25 15:00:00,47.045673,15,6,0
2020-02-25 16:00:00,70.48873,16,6,0
2020-02-25 17:00:00,47.25463,17,6,0
2020-02-25 18:00:00,45.874653,18,6,0
2020-02-25 19:00:00,45.780502,19,6,0
2020-02-25 20:00:00,48.8341,20,6,0
2020-02-25 21:00:00,48.597595,21,6,0
2020-02-25 22:00:00,49.80397,22,6,0
2020-02-25 23:00:00,51.091976,23,6,0
2020-02-26 00:00:00,52.5336,0,0,0
2020-02-26 01:00:00,53.163517,1,0,0
2020-02-26 02:00:00,56.550518,2,0,0
2020-02-26 03:00:00,57.620438,3,0,0
2020-02-26 04:00:00,57.594826,4,0,0
2020-02-26 05:00:00,55.470867,5,0,0
2020-02-26 06:00:00,58.39047,6,0,0
2020-02-26 07:00:00,58.333282,7,0,0
2020-02-26 08:00:00,58.524204,8,0,0
2020-02-26 09:00:00,57.703953,9,0,0
2020-02-26 10:00:00,57.50611,10,0,0
2020-02-26 11:00:00,54.988827,11,0,0
2020-02-26 12:00:00,51.644115,12,0,0
2020-02-26 13:00:00,54.62373,13,0,0
2020-02-26 14:00:00,53.664734,14,0,0
2020-02-26 15:00:00,51.345814,15,0,0
2020-02-26 16:00:00,48.476475,16,0,0
2020-02-26 17:00:00,50.51185,17,0,0
2020-02-26 18:00:00,49.542385,18,0,0
2020-02-26 19:00:00,48.627563,19,0,0
2020-02-26 20:00:00,51.158356,20,0,0
2020-02-26 21:00:00,53.956863,21,0,0
2020-02-26 22:00:00,52.58155,22,0,0
2020-02-26 23:00:00,53.697315,23,0,0
2020-02-27 00:00:00,53.993702,0,1,0
2020-02-27 01:00:00,56.031216,1,1,0
2020-02-27 02:00:00,59.586105,2,1,0
2020-02-27 03:00:00,58.53023,3,1,0
2020-02-27 04:00:00,59.126442,4,1,0
2020-02-27 05:00:00,59.71352,5,1,0
2020-02-27 06:00:00,60.779633,6,1,0
2020-02-27 07:00:00,59.238052,7,1,0
2020-02-27 08:00:00,60.34493,8,1,0
2020-02-27 09:00:00,58.311123,9,1,0
2020-02-27 10:00:00,58.779884,10,1,0
2020-02-27 11:00:00,58.66905,11,1,0
2020-02-27 12:00:00,55.165386,12,1,0
2020-02-27 13:00:00,54.758057,13,1,0
2020-02-27 14:00:00,54.098755,14,1,0
2020-02-27 15:00:00,52.906876,15,1,0
2020-02-27 16:00:00,51.96469,16,1,0
2020-02-27 17:00:00,52.253666,17,1,0
2020-02-27 18:00:00,48.339027,18,1,0
2020-02-27 19:00:00,50.796654,19,1,0
2020-02-27 20:00:00,50.49758,20,1,0
2020-02-27 21:00:00,52.631405,21,1,0
2020-02-27 22:00:00,54.62526,22,1,0
2020-02-27 23:00:00,54.70746,23,1,0
2020-02-28 00:00:00,55.167446,0,2,0
2020-02-28 01:00:00,57.60289,1,2,0
2020-02-28 02:00:00,60.54477,2,2,0
2020-02-28 03:00:00,58.954975,3,2,0
2020-02-28 04:00:00,59.7754,4,2,0
2020-02-28 05:00:00,60.85332,5,2,0
2020-02-28 06:00:00,60.407467,6,2,0
2020-02-28 07:00:00,61.27277,7,2,0
2020-02-28 08:00:00,58.587036,8,2,0
2020-02-28 09:00:00,58.347122,9,2,0
2020-02-28 10:00:00,55.388195,10,2,0
2020-02-28 11:00:00,56.610226,11,2,0
2020-02-28 12:00:00,55.397453,12,2,0
2020-02-28 13:00:00,53.072918,13,2,0
2020-02-28 14:00:00,51.658955,14,2,0
2020-02-28 15:00:00,51.686775,15,2,0
2020-02-28 16:00:00,53.2534,16,2,0
2020-02-28 17:00:00,48.66438,17,2,0
2020-02-28 18:00:00,50.16439,18,2,0
2020-02-28 19:00:00,49.57851,19,2,0
2020-02-28 20:00:00,47.662304,20,2,0
2020-02-28 21:00:00,51.79484,21,2,0
2020-02-28 22:00:00,51.965508,22,2,0
2020-02-28 23:00:00,52.20322,23,2,0
2020-02-29 00:00:00,54.028587,0,3,0
2020-02-29 01:00:00,54.707844,1,3,0
2020-02-29 02:00:00,57.813896,2,3,0
2020-02-29 03:00:00,56.52146,3,3,0
2020-02-29 04:00:00,56.421368,4,3,0
2020-02-29 05:00:00,58.39931,5,3,0
2020-02-29 06:00:00,57.80965,6,3,0
2020-02-29 07:00:00,59.9956,7,3,0
2020-02-29 08:00:00,57.422966,8,3,0
2020-02-29 09:00:00,58.0513,9,3,0
2020-02-29 10:00:00,55.453506,10,3,0
2020-02-29 11:00:00,52.8103,11,3,0
2020-02-29 12:00:00,55.213757,12,3,0
2020-02-29 13:00:00,50.804768,13,3,0
2020-02-29 14:00:00,49.660297,14,3,0
2020-02-29 15:00:00,50.29902,15,3,0
2020-02-29 16:00:00,49.356953,16,3,0
2020-02-29 17:00:00,48.082546,17,3,0
2020-02-29 18:00:00,47.727398,18,3,0
2020-02-29 19:00:00,49.258743,19,3,0
2020-02-29 20:00:00,49.36828,20,3,0
2020-02-29 21:00:00,49.33764,21,3,0
2020-02-29 22:00:00,49.51281,22,3,0
2020-02-29 23:00:00,48.212803,23,3,0
2020-03-01 00:00:00,51.99699,0,4,0
2020-03-01 01:00:00,52.35102,1,4,0
2020-03-01 02:00:00,55.756626,2,4,0
2020-03-01 03:00:00,54.743984,3,4,0
2020-03-01 04:00:00,55.351288,4,4,0
2020-03-01 05:00:00,55.684807,5,4,0
2020-03-01 06:00:00,56.67644,6,4,0
2020-03-01 07:00:00,55.495132,7,4,0
2020-03-01 08:00:00,55.92691,8,4,0
2020-03-01 09:00:00,55.773384,9,4,0
2020-03-01 10:00:00,53.435318,10,4,0
2020-03-01 11:00:00,52.78204,11,4,0
2020-03-01 12:00:00,51.33935,12,4,0
2020-03-01 13:00:00,49.996326,13,4,0
2020-03-01 14:00:00,46.48643,14,4,0
2020-03-01 15:00:00,46.15501,15,4,0
2020-03-01 16:00:00,46.466377,16,4,0
2020-03-01 17:00:00,45.977306,17,4,0
2020-03-01 18:00:00,45.428867,18,4,0
2020-03-01 19:00:00,42.966003,19,4,0
2020-03-01 20:00:00,44.87927,20,4,0
2020-03-01 21:00:00,44.624485,21,4,0
2020-03-01 22:00:00,49.305862,22,4,0
2020-03-01 23:00:00,47.210182,23,4,0
2020-03-02 00:00:00,50.169197,0,5,0
2020-03-02 01:00:00,52.137997,1,5,0
2020-03-02 02:00:00,51.608414,2,5,0
2020-03-02 03:00:00,52.229263,3,5,0
2020-03-02 04:00:00,54.146267,4,5,0
2020-03-02 05:00:00,52.584995,5,5,0
2020-03-02 06:00:00,54.841457,6,5,0
2020-03-02 07:00:00,54.120792,7,5,0
2020-03-02 08:00:00,54.68001,8,5,0
2020-03-02 09:00:00,51.480602,9,5,0
2020-03-02 10:00:00,53.132553,10,5,0
2020-03-02 11:00:00,52.289318,11,5,0
2020-03-02 12:00:00,49.16158,12,5,0
2020-03-02 13:00:00,49.141846,13,5,0
2020-03-02 14:00:00,47.54012,14,5,0
2020-03-02 15:00:00,48.184258,15,5,0
2020-03-02 16:00:00,46.602848,16,5,0
2020-03-02 17:00:00,45.311306,17,5,0
2020-03-02 18:00:00,43.544994,18,5,0
2020-03-02 19:00:00,44.141838,19,5,0
2020-03-02 20:00:00,45.574852,20,5,0
2020-03-02 21:00:00,46.058342,21,5,0
2020-03-02 22:00:00,47.331608,22,5,0
2020-03-02 23:00:00,50.407253,23,5,0
2020-03-03 00:00:00,50.821194,0,6,0
2020-03-03 01:00:00,53.019474,1,6,0
2020-03-03 02:00:00,53.3039,2,6,0
2020-03-03 03:00:00,54.273212,3,6,0
2020-03-03 04:00:00,54.59202,4,6,0
2020-03-03 05:00:00,54.66986,5,6,0
2020-03-03 06:00:00,56.270226,6,6,0
2020-03-03 07:00:00,57.448902,7,6,0
2020-03-03 08:00:00,55.57017,8,6,0
2020-03-03 09:00:00,55.684673,9,6,0
2020-03-03 10:00:00,53.01139,10,6,0
2020-03-03 11:00:00,52.56652,11,6,0
2020-03-03 12:00:00,51.67955,12,6,0
2020-03-03 13:00:00,50.73775,13,6,0
2020-03-03 14:00:00,49.36926,14,6,0
2020-03-03 15:00:00,48.460545,15,6,0
2020-03-03 16:00:00,47.571857,16,6,0
2020-03-03 17:00:00,47.91017,17,6,0
2020-03-03 18:00:00,47.75271,18,6,0
2020-03-03 19:00:00,47.236008,19,6,0
2020-03-03 20:00:00,47.410763,20,6,0
2020-03-03 21:00:00,48.385082,21,6,0
2020-03-03 22:00:00,51.998703,22,6,0
2020-03-03 23:00:00,51.947235,23,6,0
2020-03-04 00:00:00,53.94598,0,0,0
2020-03-04 01:00:00,55.25674,1,0,0
2020-03-04 02:00:00,55.84775,2,0,0
2020-03-04 03:00:00,57.246265,3,0,0
2020-03-04 04:00:00,58.22768,4,0,0
2020-03-04 05:00:00,56.916412,5,0,0
2020-03-04 06:00:00,59.134438,6,0,0
2020-03-04 07:00:00,57.969227,7,0,0
2020-03-04 08:00:00,57.520287,8,0,0
2020-03-04 09:00:00,73.51718,9,0,0
2020-03-04 10:00:00,59.42595,10,0,0
2020-03-04 11:00:00,53.852303,11,0,0
2020-03-04 12:00:00,52.313786,12,0,0
2020-03-04 13:00:00,53.26093,13,0,0
2020-03-04 14:00:00,50.054966,14,0,0
2020-03-04 15:00:00,50.971348,15,0,0
2020-03-04 16:00:00,48.32952,16,0,0
2020-03-04 17:00:00,50.459507,17,0,0
2020-03-04 18:00:00,49.87158,18,0,0
2020-03-04 19:00:00,49.26198,19,0,0
2020-03-04 20:00:00,51.98973,20,0,0
2020-03-04 21:00:00,51.8418,21,0,0
2020-03-04 22:00:00,53.395832,22,0,0
2020-03-04 23:00:00,52.876064,23,0,0
2020-03-05 00:00:00,55.790462,0,1,0
2020-03-05 01:00:00,55.640762,1,1,0
2020-03-05 02:00:00,60.42981,2,1,0
2020-03-05 03:00:00,60.07894,3,1,0
2020-03-05 04:00:00,60.191586,4,1,0
2020-03-05 05:00:00,61.65589,5,1,0
2020-03-05 06:00:00,60.946163,6,1,0
2020-03-05 07:00:00,60.48681,7,1,0
2020-03-05 08:00:00,60.364006,8,1,0
2020-03-05 09:00:00,57.661636,9,1,0
2020-03-05 10:00:00,58.016373,10,1,0
2020-03-05 11:00:00,57.51106,11,1,0
2020-03-05 12:00:00,55.28738,12,1,0
2020-03-05 13:00:00,56.84396,13,1,0
2020-03-05 14:00:00,53.205105,14,1,0
2020-03-05 15:00:00,52.799812,15,1,0
2020-03-05 16:00:00,53.75336,16,1,0
2020-03-05 17:00:00,52.06941,17,1,0
2020-03-05 18:00:00,53.25632,18,1,0
2020-03-05 19:00:00,51.439323,19,1,0
2020-03-05 20:00:00,50.261448,20,1,0
2020-03-05 21:00:00,50.07736,21,1,0
2020-03-05 22:00:00,52.33333,22,1,0
2020-03-05 23:00:00,54.986862,23,1,0
2020-03-06 00:00:00,56.981106,0,2,0
2020-03-06 01:00:00,58.31242,1,2,0
2020-03-06 02:00:00,57.156578,2,2,0
2020-03-06 03:00:00,58.812397,3,2,0
2020-03-06 04:00:00,60.699516,4,2,0
2020-03-06 05:00:00,58.485577,5,2,0
2020-03-06 06:00:00,59.923862,6,2,0
2020-03-06 07:00:00,60.834084,7,2,0
2020-03-06 08:00:00,60.227264,8,2,0
2020-03-06 09:00:00,60.13758,9,2,0
2020-03-06 10:00:00,58.207565,10,2,0
2020-03-06 11:00:00,56.515377,11,2,0
2020-03-06 12:00:00,54.570267,12,2,0
2020-03-06 13:00:00,54.41686,13,2,0
2020-03-06 14:00:00,52.544388,14,2,0
2020-03-06 15:00:00,52.489414,15,2,0
2020-03-06 16:00:00,49.485466,16,2,0
2020-03-06 17:00:00,52.059048,17,2,0
2020-03-06 18:00:00,49.30159,18,2,0
2020-03-06 19:00:00,49.69084,19,2,0
2020-03-06 20:00:00,51.22525,20,2,0
2020-03-06 21:00:00,51.858047,21,2,0
2020-03-06 22:00:00,52.692905,22,2,0
2020-03-06 23:00:00,52.654377,23,2,0
2020-03-07 00:00:00,52.29752,0,3,0
2020-03-07 01:00:00,55.474705,1,3,0
2020-03-07 02:00:00,57.461884,2,3,0
2020-03-07 03:00:00,58.126953,3,3,0
2020-03-07 04:00:00,59.3304,4,3,0
2020-03-07 05:00:00,58.401154,5,3,0
2020-03-07 06:00:00,58.043957,6,3,0
2020-03-07 07:00:00,57.35315,7,3,0
2020-03-07 08:00:00,58.526573,8,3,0
2020-03-07 09:00:00,57.271248,9,3,0
2020-03-07 10:00:00,55.849884,10,3,0
2020-03-07 11:00:00,54.511757,11,3,0
2020-03-07 12:00:00,52.900524,12,3,0
2020-03-07 13:00:00,51.37118,13,3,0
2020-03-07 14:00:00,51.128773,14,3,0
2020-03-07 15:00:00,48.54205,15,3,0
2020-03-07 16:00:00,49.939095,16,3,0
2020-03-07 17:00:00,49.327694,17,3,0
2020-03-07 18:00:00,49.255848,18,3,0
2020-03-07 19:00:00,48.83544,19,3,0
2020-03-07 20:00:00,47.410152,20,3,0
2020-03-07 21:00:00,49.62187,21,3,0
2020-03-07 22:00:00,49.509823,22,3,0
2020-03-07 23:00:00,50.83769,23,3,0
2020-03-08 00:00:00,52.37866,0,4,0
2020-03-08 01:00:00,52.887936,1,4,0
2020-03-08 02:00:00,54.21885,2,4,0
2020-03-08 03:00:00,55.900402,3,4,0
2020-03-08 04:00:00,56.813534,4,4,0
2020-03-08 05:00:00,57.064125,5,4,0
2020-03-08 06:00:00,58.89384,6,4,0
2020-03-08 07:00:00,58.232056,7,4,0
2020-03-08 08:00:00,55.622322,8,4,0
2020-03-08 09:00:00,54.786686,9,4,0
2020-03-08 10:00:00,53.96823,10,4,0
2020-03-08 11:00:00,52.908146,11,4,0
2020-03-08 12:00:00,52.514595,12,4,0
2020-03-08 13:00:00,48.85058,13,4,0
2020-03-08 14:00:00,47.66433,14,4,0
2020-03-08 15:00:00,47.064247,15,4,0
2020-03-08 16:00:00,49.355556,16,4,0
2020-03-08 17:00:00,47.107063,17,4,0
2020-03-08 18:00:00,43.965893,18,4,0
2020-03-08 19:00:00,45.80404,19,4,0
2020-03-08 20:00:00,44.303318,20,4,0
2020-03-08 21:00:00,47.331177,21,4,0
2020-03-08 22:00:00,47.712955,22,4,0
2020-03-08 23:00:00,50.413193,23,4,0
2020-03-09 00:00:00,51.69479,0,5,0
2020-03-09 01:00:00,53.342327,1,5,0
2020-03-09 02:00:00,53.186996,2,5,0
2020-03-09 03:00:00,54.519936,3,5,0
2020-03-09 04:00:00,55.832577,4,5,0
2020-03-09 05:00:00,55.805145,5,5,0
2020-03-09 06:00:00,54.52188,6,5,0
2020-03-09 07:00:00,54.236427,7,5,0
2020-03-09 08:00:00,55.18309,8,5,0
2020-03-09 09:00:00,52.238087,9,5,0
2020-03-09 10:00:00,54.53075,10,5,0
2020-03-09 11:00:00,50.74652,11,5,0
2020-03-09 12:00:00,51.618008,12,5,0
2020-03-09 13:00:00,48.926987,13,5,0
2020-03-09 14:00:00,46.4247,14,5,0
2020-03-09 15:00:00,47.212406,15,5,0
2020-03-09 16:00:00,45.884087,16,5,0
2020-03-09 17:00:00,44.41381,17,5,0
2020-03-09 18:00:00,46.702343,18,5,0
2020-03-09 19:00:00,45.95122,19,5,0
2020-03-09 20:00:00,46.32479,20,5,0
2020-03-09 21:00:00,48.976254,21,5,0
2020-03-09 22:00:00,46.859467,22,5,0
2020-03-09 23:00:00,51.167183,23,5,0
2020-03-10 00:00:00,51.7029,0,6,0
2020-03-10 01:00:00,52.752937,1,6,0
2020-03-10 02:00:00,51.079098,2,6,0
2020-03-10 03:00:00,73.525826,3,6,0
2020-03-10 04:00:00,55.2914,4,6,0
2020-03-10 05:00:00,57.83175,5,6,0
2020-03-10 06:00:00,56.392708,6,6,0
2020-03-10 07:00:00,54.942257,7,6,0
2020-03-10 08:00:00,55.419636,8,6,0
2020-03-10 09:00:00,54.816154,9,6,0
2020-03-10 10:00:00,54.705605,10,6,0
2020-03-10 11:00:00,52.923893,11,6,0
2020-03-10 12:00:00,53.168297,12,6,0
2020-03-10 13:00:00,51.609444,13,6,0
2020-03-10 14:00:00,49.178913,14,6,0
2020-03-10 15:00:00,50.74624,15,6,0
2020-03-10 16:00:00,48.411835,16,6,0
2020-03-10 17:00:00,46.741497,17,6,0
2020-03-10 18:00:00,47.100502,18,6,0
2020-03-10 19:00:00,49.36731,19,6,0
2020-03-10 20:00:00,49.89565,20,6,0
2020-03-10 21:00:00,50.392586,21,6,0
2020-03-10 22:00:00,49.68373,22,6,0
2020-03-10 23:00:00,51.21315,23,6,0
2020-03-11 00:00:00,52.891644,0,0,0
2020-03-11 01:00:00,56.352005,1,0,0
2020-03-11 02:00:00,56.08764,2,0,0
2020-03-11 03:00:00,57.925568,3,0,0
2020-03-11 04:00:00,56.607754,4,0,0
2020-03-11 05:00:00,56.422302,5,0,0
2020-03-11 06:00:00,58.96896,6,0,0
2020-03-11 07:00:00,59.50898,7,0,0
2020-03-11 08:00:00,58.753662,8,0,0
2020-03-11 09:00:00,58.301155,9,0,0
2020-03-11 10:00:00,56.790768,10,0,0
2020-03-11 11:00:00,56.09361,11,0,0
2020-03-11 12:00:00,55.1314,12,0,0
2020-03-11 13:00:00,53.141582,13,0,0
2020-03-11 14:00:00,51.107384,14,0,0
2020-03-11 15:00:00,51.156017,15,0,0
2020-03-11 16:00:00,52.03913,16,0,0
2020-03-11 17:00:00,47.984596,17,0,0
2020-03-11 18:00:00,49.624012,18,0,0
2020-03-11 19:00:00,50.522617,19,0,0
2020-03-11 20:00:00,49.670555,20,0,0
2020-03-11 21:00:00,53.58017,21,0,0
2020-03-11 22:00:00,52.917507,22,0,0
2020-03-11 23:00:00,54.70317,23,0,0
2020-03-12 00:00:00,54.964653,0,1,0
2020-03-12 01:00:00,56.50717,1,1,0
2020-03-12 02:00:00,58.273094,2,1,0
2020-03-12 03:00:00,59.012383,3,1,0
2020-03-12 04:00:00,59.790413,4,1,0
2020-03-12 05:00:00,59.976627,5,1,0
2020-03-12 06:00:00,61.71695,6,1,0
2020-03-12 07:00:00,59.5159,7,1,0
2020-03-12 08:00:00,61.713062,8,1,0
2020-03-12 09:00:00,60.16279,9,1,0
2020-03-12 10:00:00,58.557693,10,1,0
2020-03-12 11:00:00,58.214214,11,1,0
2020-03-12 12:00:00,55.02526,12,1,0
2020-03-12 13:00:00,54.906994,13,1,0
2020-03-12 14:00:00,52.794178,14,1,0
2020-03-12 15:00:00,52.808617,15,1,0
2020-03-12 16:00:00,51.451626,16,1,0
2020-03-12 17:00:00,50.44021,17,1,0
2020-03-12 18:00:00,50.384163,18,1,0
2020-03-12 19:00:00,51.897945,19,1,0
2020-03-12 20:00:00,51.331394,20,1,0
2020-03-12 21:00:00,51.64456,21,1,0
2020-03-12 22:00:00,54.007446,22,1,0
2020-03-12 23:00:00,55.46924,23,1,0
2020-03-13 00:00:00,56.218224,0,2,0
2020-03-13 01:00:00,56.316048,1,2,0
2020-03-13 02:00:00,59.937485,2,2,0
2020-03-13 03:00:00,59.747704,3,2,0
2020-03-13 04:00:00,61.97911,4,2,0
2020-03-13 05:00:00,60.909523,5,2,0
2020-03-13 06:00:00,62.075356,6,2,0
2020-03-13 07:00:00,59.26469,7,2,0
2020-03-13 08:00:00,60.00771,8,2,0
2020-03-13 09:00:00,59.070305,9,2,0
2020-03-13 10:00:00,60.19013,10,2,0
2020-03-13 11:00:00,56.587788,11,2,0
2020-03-13 12:00:00,54.560455,12,2,0
2020-03-13 13:00:00,53.897655,13,2,0
2020-03-13 14:00:00,52.40242,14,2,0
2020-03-13 15:00:00,52.014362,15,2,0
2020-03-13 16:00:00,50.174606,16,2,0
2020-03-13 17:00:00,49.63411,17,2,0
2020-03-13 18:00:00,51.08214,18,2,0
2020-03-13 19:00:00,48.158142,19,2,0
2020-03-13 20:00:00,51.543278,20,2,0
2020-03-13 21:00:00,52.494328,21,2,0
2020-03-13 22:00:00,53.43138,22,2,0
2020-03-13 23:00:00,51.9254,23,2,0
2020-03-14 00:00:00,53.298775,0,3,0
2020-03-14 01:00:00,55.84044,1,3,0
2020-03-14 02:00:00,57.13106,2,3,0
2020-03-14 03:00:00,56.439663,3,3,0
2020-03-14 04:00:00,59.80515,4,3,0
2020-03-14 05:00:00,60.780643,5,3,0
2020-03-14 06:00:00,58.52569,6,3,0
2020-03-14 07:00:00,58.530582,7,3,0
2020-03-14 08:00:00,60.0696,8,3,0
2020-03-14 09:00:00,57.695587,9,3,0
2020-03-14 10:00:00,56.535816,10,3,0
2020-03-14 11:00:00,55.097195,11,3,0
2020-03-14 12:00:00,51.49776,12,3,0
2020-03-14 13:00:00,51.081406,13,3,0
2020-03-14 14:00:00,52.106174,14,3,0
2020-03-14 15:00:00,48.490772,15,3,0
2020-03-14 16:00:00,49.834713,16,3,0
2020-03-14 17:00:00,48.765743,17,3,0
2020-03-14 18:00:00,46.96767,18,3,0
2020-03-14 19:00:00,48.68541,19,3,0
2020-03-14 20:00:00,48.840652,20,3,0
2020-03-14 21:00:00,50.920395,21,3,0
2020-03-14 22:00:00,50.104694,22,3,0
2020-03-14 23:00:00,51.205208,23,3,0
2020-03-15 00:00:00,51.128838,0,4,0
2020-03-15 01:00:00,55.371902,1,4,0
2020-03-15 02:00:00,52.34241,2,4,0
2020-03-15 03:00:00,55.617645,3,4,0
2020-03-15 04:00:00,56.565258,4,4,0
2020-03-15 05:00:00,57.039577,5,4,0
2020-03-15 06:00:00,57.140114,6,4,0
2020-03-15 07:00:00,56.359547,7,4,0
2020-03-15 08:00:00,57.481853,8,4,0
2020-03-15 09:00:00,56.133183,9,4,0
2020-03-15 10:00:00,54.861874,10,4,0
2020-03-15 11:00:00,55.036995,11,4,0
2020-03-15 12:00:00,50.535027,12,4,0
2020-03-15 13:00:00,49.65745,13,4,0
2020-03-15 14:00:00,48.785282,14,4,0
2020-03-15 15:00:00,46.150337,15,4,0
2020-03-15 16:00:00,47.863674,16,4,0
2020-03-15 17:00:00,45.6815,17,4,0
2020-03-15 18:00:00,45.989613,18,4,0
2020-03-15 19:00:00,46.410805,19,4,0
2020-03-15 20:00:00,46.45245,20,4,0
2020-03-15 21:00:00,46.242794,21,4,0
2020-03-15 22:00:00,48.547493,22,4,0
2020-03-15 23:00:00,48.269444,23,4,0
2020-03-16 00:00:00,50.70283,0,5,0
2020-03-16 01:00:00,51.5297,1,5,0
2020-03-16 02:00:00,53.72093,2,5,0
2020-03-16 03:00:00,54.691147,3,5,0
2020-03-16 04:00:00,54.65217,4,5,0
2020-03-16 05:00:00,56.065586,5,5,0
2020-03-16 06:00:00,56.3021,6,5,0
2020-03-16 07:00:00,56.09649,7,5,0
2020-03-16 08:00:00,53.504917,8,5,0
2020-03-16 09:00:00,51.602726,9,5,0
2020-03-16 10:00:00,53.077835,10,5,0
2020-03-16 11:00:00,49.70533,11,5,0
2020-03-16 12:00:00,51.002098,12,5,0
2020-03-16 13:00:00,47.907936,13,5,0
2020-03-16 14:00:00,48.679585,14,5,0
2020-03-16 15:00:00,46.077312,15,5,0
2020-03-16 16:00:00,44.457317,16,5,0
2020-03-16 17:00:00,44.033253,17,5,0
2020-03-16 18:00:00,46.117172,18,5,0
2020-03-16 19:00:00,44.081467,19,5,0
2020-03-16 20:00:00,47.29934,20,5,0
2020-03-16 21:00:00,47.76635,21,5,0
2020-03-16 22:00:00,50.083496,22,5,0
2020-03-16 23:00:00,51.290035,23,5,0
2020-03-17 00:00:00,52.767033,0,6,0
2020-03-17 01:00:00,51.476543,1,6,0
2020-03-17 02:00:00,53.48706,2,6,0
2020-03-17 03:00:00,55.848644,3,6,0
2020-03-17 04:00:00,55.42718,4,6,0
2020-03-17 05:00:00,56.65344,5,6,0
